author,comment,comment_pre_processing,date,url,product,stars,price,currency,weight,target_by_RuBRT-tiny_no_processing,target_by_stars,target_by_RuBRT-tiny_processing
Татьяна,"1 раз привезли желтого цвета вкусные груши, заказала повторно, приехали зеленые другой формы, явно другой сорт. Груши как камень, пролежали и не поспели, так и остались дубовые.",привезти жёлтый цвет вкусный груша заказать повторно приехать зелёный форма явно сорт груша камень пролежать не поспеть остаться дубовый,16 апр 2025  · Карта: xxx22,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Покупатель,"Груши лежат 10 дней- не зреют, вянут. На Вильямс непохоже, чисто зелёные, без розового бока.
В предыдущем заказе созрели, поэтому заказала повторно.",груша лежать не зреть вянуть вильямс непохожий чисто зелёный розовый бок предыдущий заказ созреть поэтому заказать повторно,16 апр 2025  · Карта: xxx40,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
Ирина,"Жесткие, никакой сочности нет в помине, хрустят как картошка.",жёсткий никакой сочность помин хрустеть картошка,16 апр 2025  · Карта: xxx58,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Vadim,"Твёрдые, не зрелые. 3 раза казазывал - первый раз вкуснющие мягкие, медовые. Остальные два раза с разницей в неделю где-то - твердые, нераскусываемые. Нестабильное качество.",твёрдый не зрелый казазывать первый вкуснющий мягкий медовый остальной разница неделя гдеть твёрдый нераскусывать нестабильный качество,16 апр 2025  · Карта: xxx92,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
СЕРГЕЙ,"Твердые
Несладкие
С горьким привкусом",твёрдый несладкий горький привкус,15 апр 2025  · Карта: xxx15,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,1
Александра,Безвкусные,безвкусный,15 апр 2025  · Карта: xxx00,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,1,0,1
Виктория Александровна,"Или недозрели, или сами по себе не сладкие, как трава))",недозреть не сладкий трава,14 апр 2025  · Карта: xxx72,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
ЕЛЕНА,"Вкусные груши. Если еще на окошке под солнышком полежат пару дней, еще сочнее становятся😋",вкусный груша окошко солнышко полежать пара сочный становятся😋,14 апр 2025  · Карта: xxx63,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга Николай,"Привезли гнилые,позор сборщику",привезти гнилыепозор сборщик,14 апр 2025  · Карта: xxx73,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
АНАСТАСИЯ,Желтенькие вкусные были,жёлтенький вкусный,14 апр 2025  · Карта: xxx26,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЕЛЕНА,Жесткие и не очень спелые,жёсткий не очень спелый,14 апр 2025  · Карта: xxx27,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Елена,Отличные сочные вкусные груши! Сама удивилась!,отличный сочный вкусный груша удивиться,13 апр 2025  · Карта: xxx08,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга,"Была свежая, сочная. Мягкая, но плотная",свежий сочный мягкий плотный,13 апр 2025  · Карта: xxx50,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Наталья,"Странная трансформация происходит с этой грушей: 9.04. привезли желтую, ароматную, мягкую; сейчас эта же груша - зелёная, деревянная и ничем не пахнет.",странный трансформация происходить груша привезти жёлтый ароматный мягкий груша зелёный деревянный ничто не пахнуть,13 апр 2025  · Карта: xxx92,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Дарья,Жёсткие как картошка и абсолютно безвкусные. Разочарована.,жёсткий картошка абсолютно безвкусный разочаровать,13 апр 2025  · Карта: xxx67,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Alina,Без вкуса совсем,вкус,13 апр 2025  · Карта: xxx42,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,1
Азаматхан,"Очень рад тому, что теперь знаю сорт груш, которые мне нравятся. Это как раз те самые, мягкие и сочные груши с запахом как у лимонада Дюшес",очень рад сорт груша нравиться мягкий сочный груша запах лимонад дюшес,13 апр 2025  · Карта: xxx25,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Иван,За такую цену отлично,цена отлично,13 апр 2025  · Карта: xxx15,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Эльмира Б,"Груши отличные, если получили зеленые , завернуть в бумагу и через 4-5 дней, зрелая сочная , желтая груша.",груша отличный зелёный завернуть бумага зрелый сочный жёлтый груша,12 апр 2025  · Карта: xxx21,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Любовь,"Груша жёсткая, не имеет вкуса, не имеет запаха, не рекомендую у покупке, не стоит тратить деньги, очень грубая.",груша жёсткий не иметь вкус не иметь запах не рекомендовать покупка не стоить тратить деньга очень грубый,12 апр 2025  · Карта: xxx52,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
